label,message
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
ham,K..k..any special today?
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,Good night. Am going to sleep.
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,Not from this campus. Are you in the library?
ham,Call me when you get the chance plz &lt;3
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,Yup. Thk of u oso boring wat.
ham,I anything lor...
ham,Genius what's up. How your brother. Pls send his number to my skype.
ham,"Found it, ENC  &lt;#&gt; , where you at?"
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,Oh k k:)but he is not a big hitter.anyway good
ham,Speak only when you feel your words are better than the silence... Gud mrng:-)
ham,Gam gone after outstanding innings.
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her"
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
ham,"Aight, I'll hit you up when I get some cash"
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,I keep ten rs in my shelf:) buy two egg.
ham,"Sorry, I'll call later"
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,Yar but they say got some error.
spam,You have 1 new message. Please call 08712400200.
ham,Try to do something dear. You read something for exams
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham,Mm i had my food da from out
ham,Ok lor. Msg me b4 u call.
ham,We're on the opposite side from where we dropped you off
ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,"Lol, oh you got a friend for the dog ?"
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,No calls..messages..missed calls
ham,How long does it take to get it.
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,S:-)if we have one good partnership going we will take lead:)
ham,Come to my home for one last time i wont do anything. Trust me.
ham,Pls call me da. What happen.
ham,Ha... U jus ate honey ar? So sweet...
ham,Jus came back fr lunch wif my sis only. U leh?
ham,Wat r u doing now?
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,I am not sure about night menu. . . I know only about noon menu
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,I AM AT THE GAS STATION. GO THERE.
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
ham,here is my new address -apples&pairs&all that malarky
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,Thank you princess! I want to see your nice juicy booty...
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,How much she payed. Suganya.
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,Hey anyway i have to :-)
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham, what number do u live at? Is it 11?
ham,Get ready for  &lt;#&gt;  inches of pleasure...
ham,Reverse is cheating. That is not mathematics.
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
ham,"How long before you get reply, just defer admission til next semester"
ham,Ok lor but not too early. Me still having project meeting now.
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,What is this 'hex' place you talk of? Explain!
ham,Thanks for picking up the trash.
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,Am going to take bath ill place the key in window:-)
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,No objection. My bf not coming.
ham,I'm home. Ard wat time will u reach?
ham,Mm have some kanji dont eat anything heavy ok
ham,Do ü noe if ben is going?
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,Yup i'm elaborating on the safety aspects and some other issues..
ham,Then what about further plan?
ham,on a Tuesday night r u 4 real
ham,Otherwise had part time job na-tuition..
ham,If we win its really no 1 side for long time.
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Ok.. Ü finishing soon?
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham,Shant disturb u anymore... Jia you...
ham,Your daily text from me – a favour this time
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
ham,Give one miss from that number please
ham,Anything lor is she coming?
ham,And several to you sir.
ham,But i'm surprised she still can guess right lor...
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,Missed call alert. These numbers called but left no message. 07008009200
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,Wa... U so efficient... Gee... Thanx...
ham,Din i tell u jus now 420
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,Just do what ever is easier for you
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,"Didn't try, g and I decided not to head out"
ham,Ma head dey swell oh. Thanks for making my day
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,Wif my family booking tour package.
ham,"Sorry, I'll call later"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,I hope your pee burns tonite.
ham,Only once then after ill obey all yours.
ham,", ow u dey.i paid 60,400thousad.i told  u would call . "
ham,Ffffffffff. Alright no way I can meet up with you sooner?
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham,Keep my payasam there if rinu brings
ham,I love your ass! Do you enjoy doggy style? :)
ham,Yup ok...
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,Here got lots of hair dresser fr china.
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,"Aight that'll work, thanks"
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,You do your studies alone without anyones help. If you cant no need to study.
